sound_event_recording,start_time,end_time,ele,azi
speech046.wav,0.636348587349,3.39734631978,-10,-100,7.5
drawer047.wav,4.00249652095,4.83548971823,10,20,4.0
phone048.wav,5.65539702755,6.99040836542,50,-80,8.5
knock003.wav,8.08755497943,8.80955044428,10,-20,2.5
drawer053.wav,10.0261801269,10.7281755918,40,-60,5.0
drawer023.wav,11.6273073601,12.5823186979,10,120,4.5
keysDrop017.wav,13.3273760333,13.7993714982,50,60,6.5
cough130.wav,14.2017909535,15.5678000238,-20,-110,7.0
keyboard023.wav,16.8175333953,18.5875333953,10,-30,3.5
cough168.wav,19.0986336628,20.0386336628,-10,0,1.0
keyboard017.wav,20.8353994007,23.2234039358,-30,-110,2.5
pageturn064.wav,23.5633348598,24.5383461977,-60,60,3.0
cough066.wav,25.1573324704,26.1253370056,20,0,2.0
cough134.wav,26.4287554739,27.1207509387,-40,100,4.0
clearthroat014.wav,27.3916430846,27.7646362819,40,-80,1.5
clearthroat033.wav,28.6084742567,29.4694719892,0,30,7.0
