sound_event_recording,start_time,end_time,ele,azi
pageturn018.wav,0.0221949137839,1.70019944893,0,-170,4.5
phone038.wav,2.49436467874,4.60436467874,-30,-140,7.0
keysDrop072.wav,5.08770435646,5.30271569433,-40,-20,5.5
phone079.wav,5.58699107311,6.94699107311,-50,-160,5.5
speech013.wav,7.55686010711,9.61187144498,0,-60,6.5
phone037.wav,10.1249060951,12.1749060951,50,-100,9.5
phone051.wav,12.8289822655,16.0689822655,-30,-170,6.0
keysDrop029.wav,16.6740931375,16.8791044753,-10,120,2.5
drawer047.wav,18.0777873621,18.9107805593,-10,20,8.5
clearthroat100.wav,19.1722002447,19.8031979771,-20,-120,9.5
phone069.wav,20.6974754362,21.9274754362,-20,-180,7.5
clearthroat115.wav,22.8326956032,23.3726956032,-60,-180,6.5
keysDrop002.wav,24.0764343332,24.3524434035,-10,-40,4.0
doorslam007.wav,24.7909150228,25.2509150228,-30,160,6.5
phone069.wav,26.3385870497,27.5685870497,0,40,7.0
cough012.wav,28.2454962856,29.2944985532,10,20,7.5
