sound_event_recording,start_time,end_time,ele,azi
phone062.wav,0.537455305139,2.78144623485,40,10,2.0
laughter134.wav,3.91172554677,5.55673688464,-60,90,1.0
keysDrop026.wav,6.00749851369,6.25849624611,-30,30,7.0
pageturn064.wav,6.85587813743,7.8308894753,10,160,8.0
clearthroat085.wav,8.30711427324,9.34711427324,-50,-20,7.5
clearthroat047.wav,10.4219422597,10.8709445273,50,-90,3.5
keysDrop003.wav,12.0770808256,12.4420921634,10,-130,6.5
drawer076.wav,12.7618362841,13.373831749,40,-160,8.5
laughter075.wav,14.5451845811,16.1051845811,40,-50,2.0
drawer017.wav,16.3841292063,17.7131314739,-50,-60,9.0
speech011.wav,18.3533910872,20.1273820169,-60,-80,7.0
keysDrop072.wav,21.0734752417,21.2884865795,-40,160,3.5
speech046.wav,22.0657181117,24.8267158442,-20,-90,4.0
cough134.wav,25.2724076471,25.964403112,10,100,3.5
doorslam009.wav,26.3140502257,26.7510570284,0,40,9.5
knock018.wav,27.3046858676,28.3956836,10,40,5.0
