sound_event_recording,start_time,end_time,ele,azi
speech009.wav,0.550769717581,2.03877425273,-60,130,3.0
laughter005.wav,2.73870602691,4.96371736478,20,160,6.0
drawer076.wav,6.11391745203,6.72591291688,-20,-50,4.5
cough130.wav,7.17650659049,8.54251566078,-50,-170,8.5
knock063.wav,9.6526323492,10.4696391519,10,0,2.5
keysDrop003.wav,10.9246308675,11.2896422054,-50,-160,8.5
doorslam014.wav,11.8128582323,12.2258514296,-30,-80,2.0
knock027.wav,12.5446702981,13.5546702981,-50,40,4.5
keysDrop002.wav,14.6065907434,14.8825998137,10,-40,6.5
keyboard037.wav,15.5907162705,17.6127117354,30,-100,6.0
drawer010.wav,18.4988025368,20.2988025368,-50,-180,5.5
pageturn031.wav,20.8062927109,21.8762927109,40,160,4.5
clearthroat014.wav,22.129029432,22.5020226293,0,100,6.0
phone054.wav,23.2670908348,24.5170908348,10,40,4.0
laughter036.wav,25.3754013907,27.041410461,-40,160,1.5
pageturn051.wav,27.9143697358,28.5863652007,10,-70,6.5
