sound_event_recording,start_time,end_time,ele,azi
laughter134.wav,0.0124087391793,1.65742007705,10,-100,8.0
knock067.wav,2.79503159031,3.81203839303,-60,110,5.5
laughter056.wav,4.22810498231,6.96910271474,30,-120,6.5
laughter039.wav,8.02431869503,9.72132549775,-40,-110,3.0
phone048.wav,10.8668322149,12.2018435528,-20,40,7.5
knock013.wav,12.5060722638,13.0070699963,20,-120,1.0
keysDrop029.wav,13.3670618104,13.5720731482,10,80,8.0
phone082.wav,14.5295528238,16.3135437535,-20,-120,9.0
keysDrop002.wav,17.4138380439,17.6898471142,40,130,9.0
cough059.wav,18.1726869092,19.1226869092,30,-180,1.0
keysDrop031.wav,19.396121906,19.6441264411,10,-130,8.0
drawer053.wav,20.2200623391,20.922057804,-50,160,3.5
speech011.wav,21.9816006552,23.7555915849,-10,140,3.0
laughter077.wav,24.0392493823,25.7792493823,40,-80,5.0
doorslam001.wav,26.2657222872,26.9057222872,0,-150,4.5
