sound_event_recording,start_time,end_time,ele,azi
drawer053.wav,0.259234988756,0.961230453609,0,-20,4.0
clearthroat077.wav,1.73292739788,2.54192966546,50,-80,6.0
doorslam002.wav,2.84570558693,3.4607169248,30,0,9.0
doorslam001.wav,3.74200091757,4.38200091757,-60,130,2.0
keyboard068.wav,4.95119237596,6.08620371383,0,50,7.0
drawer053.wav,6.74360772931,7.44560319416,40,110,2.5
cough033.wav,7.81868936202,10.0076916296,-10,-170,3.5
knock001.wav,10.7295880162,11.6035789459,10,-100,2.5
knock069.wav,12.0939139789,13.1589253168,-30,80,2.5
phone048.wav,14.2921770024,15.6271883403,10,70,7.0
doorslam002.wav,16.4901361221,17.1051474599,-50,120,8.0
clearthroat065.wav,17.8757684412,18.7687616385,30,20,4.5
knock054.wav,19.7420246589,20.6920246589,0,50,2.5
keysDrop003.wav,20.9756981558,21.3407094937,10,-50,1.0
cough059.wav,22.172414968,23.122414968,-20,30,9.5
doorslam002.wav,23.6135882413,24.2285995792,20,0,1.0
clearthroat002.wav,25.2337125944,25.8477035241,40,20,2.0
keyboard068.wav,26.2831673133,27.4181786512,30,-80,2.5
