sound_event_recording,start_time,end_time,ele,azi
knock069.wav,0.875444115906,1.94045545378,-60,-40,8.5
drawer002.wav,2.33651902025,3.65050994996,-60,-180,4.0
clearthroat002.wav,4.89912729492,5.51311822463,-10,20,8.5
drawer076.wav,6.13210923694,6.74410470179,-50,-110,4.0
clearthroat062.wav,7.55077903133,8.60277449618,10,-60,3.5
speech055.wav,9.54279715981,11.0127971598,20,40,2.5
clearthroat077.wav,11.3864908045,12.1954930721,-60,0,8.5
doorslam021.wav,13.1443557629,13.8043557629,20,140,8.0
pageturn031.wav,14.9483728242,16.0183728242,-20,0,8.0
phone048.wav,16.4301186692,17.7651300071,10,-30,4.5
cough134.wav,18.9198475565,19.6118430213,50,-180,3.5
keyboard066.wav,20.5619968805,21.8459878102,10,-40,3.5
pageturn024.wav,22.1178845011,23.0178845011,40,-150,7.5
drawer010.wav,24.1845221442,25.9845221442,-30,-30,3.5
keyboard009.wav,26.9935901394,28.9745878719,-30,130,2.5
