sound_event_recording,start_time,end_time,ele,azi
phone061.wav,0.214858961491,2.25485896149,-30,-30,8.0
cough168.wav,3.08506189342,4.02506189342,-10,-140,8.0
keysDrop006.wav,4.39663817952,4.65763591195,-40,-60,6.0
doorslam015.wav,4.98025684445,5.40726364717,20,-160,2.5
phone061.wav,5.96012595012,8.00012595012,30,-100,2.0
pageturn048.wav,8.37813166337,8.98112486065,20,-90,1.0
laughter119.wav,9.91438037579,10.4433826434,30,70,7.0
speech031.wav,11.364826071,13.0538283386,40,-60,5.5
speech019.wav,13.3140055799,15.7810123826,30,-50,7.0
clearthroat088.wav,16.4607256561,17.3017233886,-30,130,7.5
doorslam001.wav,18.5054534095,19.1454534095,40,-140,8.0
cough168.wav,19.6053215439,20.5453215439,20,30,1.5
keyboard068.wav,21.6134475868,22.7484589247,-10,-10,2.0
phone069.wav,23.6131839009,24.8431839009,-30,120,2.0
drawer010.wav,25.6491597915,27.4491597915,20,30,2.0
