sound_event_recording,start_time,end_time,ele,azi
pageturn051.wav,0.169424606097,0.84142007095,20,-120,8.5
clearthroat033.wav,1.43373261203,2.29473034446,-60,-70,5.0
keyboard044.wav,2.95463574011,4.25463574011,10,160,8.5
keyboard012.wav,4.75556840493,6.66157747522,40,-30,1.0
clearthroat088.wav,7.19246063944,8.03345837187,40,40,4.0
keyboard066.wav,9.23036420753,10.5143551372,10,-160,4.5
knock065.wav,11.4151879995,12.0331925346,-60,-90,6.5
laughter075.wav,12.661840605,14.221840605,-20,-70,7.0
pageturn005.wav,14.8900671583,16.3480716934,-60,60,2.0
speech046.wav,17.1256448236,19.886642556,-40,-30,5.0
speech031.wav,20.4487008024,22.13770307,-10,110,2.5
keyboard064.wav,23.3871234295,26.3421347673,30,-160,4.5
drawer034.wav,27.2706497726,28.1556611104,0,-160,8.0
