sound_event_recording,start_time,end_time,ele,azi
keyboard009.wav,0.211518959766,2.1925166922,-50,-150,8.5
phone052.wav,2.73524674901,5.08524674901,-60,-50,2.5
pageturn064.wav,5.50866319502,6.48367453289,40,160,2.0
pageturn005.wav,7.61490602861,9.07291056376,-30,-20,1.5
keyboard012.wav,10.0293287493,11.9353378195,-60,50,1.5
phone062.wav,12.650738345,14.8947292747,-50,-160,8.0
drawer008.wav,15.9865507559,17.6095439532,10,20,4.5
cough140.wav,18.068153776,19.128153776,10,80,2.0
clearthroat094.wav,19.5984714842,21.2164760194,-10,-120,5.0
laughter108.wav,22.1978908094,23.7448976121,-60,80,3.0
doorslam017.wav,24.6458461014,25.1608574393,-40,0,9.0
keysDrop029.wav,25.5492615949,25.7542729327,-20,-70,8.0
speech056.wav,26.799380552,28.3373850872,-50,160,6.5
