sound_event_recording,start_time,end_time,ele,azi
speech053.wav,0.549870819538,2.79587988983,-20,80,7.0
phone067.wav,3.64333611874,5.64934518903,50,130,2.0
keyboard025.wav,6.66090427841,9.01890881356,-10,120,2.5
cough006.wav,9.54947862056,10.2114740854,-60,-110,2.5
phone037.wav,10.6835830363,12.7335830363,-50,120,4.0
cough012.wav,13.5376089776,14.5866112452,-40,-50,4.5
keyboard025.wav,15.3509961113,17.7090006465,-10,-90,6.5
clearthroat047.wav,18.6348680972,19.0838703647,-60,80,9.0
phone071.wav,20.2701730938,21.6651844316,40,-80,1.5
doorslam017.wav,22.6948392129,23.2098505507,30,-10,3.0
pageturn036.wav,24.2632360419,25.7432360419,-60,110,5.5
