sound_event_recording,start_time,end_time,ele,azi
phone054.wav,0.525348537663,1.77534853766,50,-40,6.5
doorslam022.wav,2.16004169129,3.05704849402,10,-90,3.5
knock013.wav,4.20063232385,4.70163005627,-30,30,5.5
drawer032.wav,5.51007052825,6.14007052825,-50,-10,8.0
pageturn044.wav,7.0843344495,7.81333671707,-20,-30,5.0
laughter067.wav,8.85254949896,9.97254949896,40,-30,6.0
clearthroat085.wav,10.28332445,11.32332445,0,-130,7.0
keyboard045.wav,12.4028516222,13.9998584249,-10,-170,3.5
doorslam022.wav,14.5475036409,15.4445104436,-60,30,1.5
knock064.wav,15.9558202321,16.5848224997,-30,-30,9.0
cough047.wav,16.8638613592,17.6118658944,-60,130,4.5
cough006.wav,17.9047255158,18.5667209806,-30,50,7.5
drawer008.wav,19.6187001341,21.2416933314,30,-120,8.0
laughter115.wav,22.2930515114,22.8680401735,50,60,2.0
drawer017.wav,23.5231947309,24.8521969985,-10,-80,6.5
speech046.wav,25.1428132497,27.9038109821,0,-120,8.0
laughter115.wav,28.4162587646,28.9912474267,-10,-140,7.5
