sound_event_recording,start_time,end_time,ele,azi
pageturn081.wav,0.197128705503,2.17812643793,-10,-150,3.0
doorslam017.wav,2.79963503366,3.31464637153,50,80,9.0
cough168.wav,3.97477471322,4.91477471322,-10,-90,6.5
keyboard064.wav,5.4746495602,8.42966089807,0,-10,1.5
cough004.wav,9.37569376267,10.3007051005,30,50,5.5
drawer076.wav,10.6417629635,11.2537584283,0,110,5.5
laughter077.wav,12.0536728626,13.7936728626,50,60,3.0
keysDrop030.wav,14.6796591612,14.9456682315,50,-100,7.0
keysDrop031.wav,15.4792006656,15.7272052007,50,40,5.0
clearthroat065.wav,16.3919578566,17.2849510539,-20,-20,9.5
clearthroat085.wav,18.488535705,19.528535705,0,90,2.5
clearthroat043.wav,20.0709183347,20.733911532,-20,120,3.5
speech009.wav,21.1641164547,22.6521209899,-50,150,8.5
drawer001.wav,23.275140721,24.6291316507,-50,110,9.0
clearthroat062.wav,25.553192855,26.6051883198,0,-120,9.0
laughter119.wav,27.4408777971,27.9698800647,-50,-180,2.0
doorslam016.wav,29.0328934814,29.4508980165,50,20,9.0
