sound_event_recording,start_time,end_time,ele,azi
knock027.wav,0.566348037598,1.5763480376,-30,140,1.5
clearthroat033.wav,2.72181128346,3.58280901589,20,-140,7.0
knock063.wav,4.64913015683,5.46613695956,20,50,6.5
keyboard005.wav,6.0301266059,8.6401266059,-40,-140,2.5
doorslam008.wav,9.29617523465,9.68916843193,-60,-120,3.5
keysDrop008.wav,10.6505987412,10.9456100791,0,100,4.5
cough092.wav,12.1787075722,13.2137189101,-30,10,1.0
doorslam014.wav,13.5078816456,13.9208748429,50,120,2.0
laughter075.wav,14.2653283326,15.8253283326,-60,120,3.0
knock063.wav,16.8566054154,17.6736122181,50,150,8.0
laughter134.wav,18.8275295862,20.4725409241,10,90,7.0
keysDrop008.wav,21.3328741135,21.6278854514,30,60,8.0
cough066.wav,21.8851116668,22.853116202,-30,-130,8.5
clearthroat100.wav,23.5932539784,24.2242517109,-10,-180,4.5
laughter039.wav,24.798776331,26.4957831337,50,20,7.5
pageturn036.wav,27.6571419997,29.1371419997,50,20,8.0
