sound_event_recording,start_time,end_time,ele,azi
laughter039.wav,0.646209362034,2.34321616475,-60,110,6.5
knock070.wav,3.57382902224,4.64884036011,-60,40,9.0
clearthroat085.wav,5.45749681905,6.49749681905,50,-120,8.5
cough066.wav,6.78839883318,7.75640336833,-60,130,8.0
keysDrop029.wav,8.73450366034,8.93951499821,40,-30,5.0
laughter056.wav,10.1391224099,12.8801201423,-20,80,7.5
drawer017.wav,13.3233688868,14.6523711544,0,0,8.0
pageturn081.wav,15.1379928298,17.1189905622,-40,0,7.5
knock027.wav,17.3741412528,18.3841412528,10,-140,2.0
keysDrop029.wav,18.8063494815,19.0113608194,-10,70,1.5
drawer002.wav,20.0260370394,21.3400279691,40,-150,8.0
doorslam018.wav,21.5977621157,21.903771186,-40,-60,7.5
speech056.wav,22.549377746,24.0873822812,-40,140,1.5
doorslam014.wav,24.3908163434,24.8038095406,40,-170,1.0
phone069.wav,26.0534274479,27.2834274479,-30,70,9.5
