sound_event_recording,start_time,end_time,ele,azi
keysDrop027.wav,0.353429648963,0.762431916537,0,0,2.0
keysDrop029.wav,1.61399374204,1.81900507991,0,-70,3.0
laughter067.wav,3.00097312982,4.12097312982,20,-90,3.0
keysDrop029.wav,4.40410449789,4.60911583576,30,-100,3.5
phone082.wav,5.48378700223,7.26777793194,50,-150,1.5
keyboard005.wav,7.90933459183,10.5193345918,-20,50,8.5
cough059.wav,11.3572726032,12.3072726032,-10,90,8.5
pageturn021.wav,12.7414718252,13.77346729,40,50,2.5
pageturn044.wav,14.9647192319,15.6937214994,40,-170,8.0
cough059.wav,16.8094283464,17.7594283464,-10,-60,7.0
cough130.wav,18.0931249063,19.4591339766,-60,-60,5.0
laughter129.wav,20.2061324198,21.5221414901,-20,110,2.5
cough033.wav,22.1819977026,24.3709999701,20,-140,7.0
pageturn048.wav,25.5444187108,26.1474119081,30,110,9.0
speech056.wav,26.6237393767,28.1617439119,10,130,6.0
