sound_event_recording,start_time,end_time,ele,azi
cough012.wav,0.410290927829,1.4592931954,-60,-130,8.0
clearthroat047.wav,2.03270709904,2.48170936661,10,20,3.5
keysDrop003.wav,2.86522150508,3.23023284295,20,-140,2.0
clearthroat065.wav,4.0978764835,4.99086968078,-60,130,1.0
cough151.wav,6.21221689816,7.01221689816,-10,-180,3.0
speech037.wav,8.075460412,10.4124672147,-50,150,7.0
clearthroat115.wav,10.9438680812,11.4838680812,-20,-90,1.0
clearthroat100.wav,11.9652975245,12.5962952569,30,-110,2.5
clearthroat014.wav,12.9548139657,13.3278071629,-30,50,7.0
clearthroat115.wav,14.2147150213,14.7547150213,10,-40,3.0
clearthroat088.wav,15.9415825791,16.7825803115,40,-100,4.5
keyboard058.wav,17.1700177346,19.0360268049,0,130,9.0
pageturn075.wav,19.673951668,20.4599607383,50,-50,6.5
speech005.wav,21.219016581,23.1420097783,-30,150,4.5
pageturn024.wav,24.3093315569,25.2093315569,50,160,5.5
speech055.wav,26.0073097152,27.4773097152,-40,90,6.5
