sound_event_recording,start_time,end_time,ele,azi
laughter079.wav,0.305576357589,2.57258316031,-60,150,6.0
cough066.wav,2.84699847719,3.81500301234,0,-160,8.0
knock018.wav,4.61340260074,5.70440033317,50,50,5.0
laughter039.wav,6.59813589116,8.29514269388,-10,50,1.0
knock063.wav,8.88416728267,9.70117408539,50,-40,6.5
knock063.wav,10.6971820485,11.5141888512,-40,-170,7.5
keyboard037.wav,11.7986069365,13.8206024013,-30,30,2.0
clearthroat043.wav,14.2260950465,14.8890882438,40,80,2.5
speech055.wav,15.6611406699,17.1311406699,10,150,9.0
clearthroat014.wav,17.8393771412,18.2123703385,-30,-130,8.5
clearthroat094.wav,18.9532418381,20.5712463733,50,70,7.0
pageturn021.wav,21.2117366232,22.2437320881,0,-150,3.5
pageturn018.wav,23.0767271935,24.7547317286,40,-150,6.5
laughter115.wav,25.5376959674,26.1126846295,-60,70,9.0
drawer047.wav,27.3256330093,28.1586262066,40,-70,4.0
