sound_event_recording,start_time,end_time,ele,azi
clearthroat065.wav,0.351197351461,1.24419054874,20,10,4.0
doorslam004.wav,2.44618736325,3.02618736325,-40,100,8.5
keyboard023.wav,3.54914974244,5.31914974244,-10,-140,8.5
doorslam016.wav,6.29568723155,6.71369176669,10,110,2.0
pageturn031.wav,7.07958034407,8.14958034407,30,100,7.0
cough130.wav,9.30956004638,10.6755691167,-60,-110,2.5
drawer072.wav,11.4420878711,12.0510901387,10,130,4.5
cough012.wav,13.2247684835,14.2737707511,30,40,3.0
drawer072.wav,15.0175613322,15.6265635998,40,30,1.0
clearthroat100.wav,15.9627616055,16.5937593379,50,160,7.0
keyboard037.wav,17.8090252023,19.8310206672,50,-70,1.5
clearthroat105.wav,20.5251410344,21.0861387668,-10,30,7.0
doorslam009.wav,21.9670086945,22.4040154972,-20,-20,9.5
keyboard005.wav,23.3181418448,25.9281418448,-40,-90,8.5
pageturn005.wav,26.9633901907,28.4213947258,-40,0,3.0
