sound_event_recording,start_time,end_time,ele,azi
speech007.wav,0.228249490483,1.83625402563,-40,40,7.5
drawer050.wav,2.80270116884,3.79369890126,-40,120,4.5
laughter077.wav,4.9069170915,6.6469170915,40,-60,7.0
doorslam011.wav,7.80908440502,8.44808667259,-40,160,9.5
doorslam017.wav,9.04461283634,9.5596241742,30,120,8.0
phone071.wav,10.4930612234,11.8880725613,20,-50,9.0
pageturn081.wav,12.6551924615,14.6361901939,50,150,9.5
pageturn018.wav,14.9973751505,16.6753796857,-10,-80,1.0
cough168.wav,17.8177913078,18.7577913078,-20,10,6.0
speech031.wav,19.2616747863,20.9506770539,-50,-10,8.0
laughter005.wav,21.2786102669,23.5036216047,-10,-110,8.5
speech005.wav,24.6322804731,26.5552736703,20,150,4.5
phone062.wav,26.826442756,29.0704336858,-50,-140,9.0
