sound_event_recording,start_time,end_time,ele,azi
pageturn081.wav,0.524899712643,2.50589744507,50,-100,1.5
laughter075.wav,2.81318585093,4.37318585093,-20,-90,6.0
knock069.wav,5.30096411982,6.36597545769,-10,10,5.0
keysDrop026.wav,6.81437206028,7.0653697927,-50,60,9.0
phone082.wav,7.71569299006,9.49968391977,40,-160,2.0
laughter087.wav,10.52786508,12.0928764179,20,80,3.0
pageturn058.wav,13.1795452975,14.2325384948,40,-110,8.0
pageturn018.wav,14.650346323,16.3283508581,0,-50,2.0
keyboard037.wav,16.888155425,18.9101508898,-20,-100,5.0
keyboard058.wav,19.7547340771,21.6207431474,-10,50,6.0
keyboard025.wav,22.8412278433,25.1992323785,-20,-60,8.5
laughter056.wav,26.1867319245,28.9277296569,40,-100,2.0
