sound_event_recording,start_time,end_time,ele,azi
doorslam001.wav,0.584067934752,1.22406793475,-10,-10,6.0
knock018.wav,2.44012193218,3.53111966461,0,-120,4.0
knock063.wav,4.11525856046,4.93226536318,-40,160,3.0
speech001.wav,5.78530029697,7.68130936726,30,60,8.5
knock063.wav,8.18315389495,9.00016069767,-30,150,7.0
knock001.wav,9.34294878923,10.2169397189,-50,110,2.5
speech037.wav,10.8685708946,13.2055776973,30,150,3.5
doorslam011.wav,14.4129256724,15.05192794,30,-150,5.5
keysDrop002.wav,16.2883441793,16.5643532496,-50,160,1.0
speech053.wav,17.5947557164,19.8407647867,-10,140,4.0
cough066.wav,20.7276094462,21.6956139814,10,-140,5.5
knock063.wav,22.6799397762,23.4969465789,0,-10,1.0
phone037.wav,23.8028892857,25.8528892857,-10,-20,2.5
pageturn005.wav,26.5214856086,27.9794901437,50,60,3.0
